d_name,d_speciality,total_score,total_survey_count,five_star,five_star_percentage,four_star,four_star_percentage,three_star,three_star_percentage,two_star,two_star_percentage,one_star,one_star_percentage,positive_tags,negative_tags,comment_text
"Dr. Syed Haider, MD",Internal Medicine,4.8,Based on 41 ratings,5 Star,95%,4 Star,0%,3 Star,0%,2 Star,0%,1 Star,5%,"['Listened & answered questions (34)', 'Explained conditions well (33)', ""Trusted the provider's decisions (33)"", 'Appointment scheduling (27)', ""Appointment wasn't rushed (25)"", 'Wait times (25)', 'Staff friendliness (21)']","[""Didn't explain conditions well (2)"", ""Didn't listen or answer questions (2)"", 'Long wait times (2)', 'Appointment was rushed (1)', ""Didn't trust the provider's decisions (1)"", 'Difficult to schedule appointment (1)', ""Staff wasn't friendly (1)""]","I became a patient of Dr. Syed Haider about 2 months ago and was referred by my brother. I have been very impressed by his thoroughness, responsiveness, professionalism and courtesy. I have now referred him to several close friends and family members. Thank you for the great care you provide. Linda L."
"Dr. Syed Haider, MD",Internal Medicine,4.8,Based on 41 ratings,5 Star,95%,4 Star,0%,3 Star,0%,2 Star,0%,1 Star,5%,"['Listened & answered questions (34)', 'Explained conditions well (33)', ""Trusted the provider's decisions (33)"", 'Appointment scheduling (27)', ""Appointment wasn't rushed (25)"", 'Wait times (25)', 'Staff friendliness (21)']","[""Didn't explain conditions well (2)"", ""Didn't listen or answer questions (2)"", 'Long wait times (2)', 'Appointment was rushed (1)', ""Didn't trust the provider's decisions (1)"", 'Difficult to schedule appointment (1)', ""Staff wasn't friendly (1)""]","Taking advantage of people in this time is unfathomable and immoral. He took our money and false promises of help, knowing his ""preferred pharmacy"" was UNABLE TO FILL ANY OF HIS PRESCRIPTIONS. No ability to contact him - does not make it easy\simple\clear how to contact. The phone tree is long and eventually sends you to VM. You should be ashamed of yourself and should have your license revoked - not because your treatments are dangerous, but because you're seemingly capitalizing on the fear and not treating patients in need and making NO EFFORTS to remedy the situation. Do no harm? You should be ashamed!"
"Dr. Syed Haider, MD",Internal Medicine,4.8,Based on 41 ratings,5 Star,95%,4 Star,0%,3 Star,0%,2 Star,0%,1 Star,5%,"['Listened & answered questions (34)', 'Explained conditions well (33)', ""Trusted the provider's decisions (33)"", 'Appointment scheduling (27)', ""Appointment wasn't rushed (25)"", 'Wait times (25)', 'Staff friendliness (21)']","[""Didn't explain conditions well (2)"", ""Didn't listen or answer questions (2)"", 'Long wait times (2)', 'Appointment was rushed (1)', ""Didn't trust the provider's decisions (1)"", 'Difficult to schedule appointment (1)', ""Staff wasn't friendly (1)""]",Dr. Haider is a blessing in times like these. He truly cares about patients and helps you get what you need. Highly recommend!
"Dr. Syed Haider, MD",Internal Medicine,4.8,Based on 41 ratings,5 Star,95%,4 Star,0%,3 Star,0%,2 Star,0%,1 Star,5%,"['Listened & answered questions (34)', 'Explained conditions well (33)', ""Trusted the provider's decisions (33)"", 'Appointment scheduling (27)', ""Appointment wasn't rushed (25)"", 'Wait times (25)', 'Staff friendliness (21)']","[""Didn't explain conditions well (2)"", ""Didn't listen or answer questions (2)"", 'Long wait times (2)', 'Appointment was rushed (1)', ""Didn't trust the provider's decisions (1)"", 'Difficult to schedule appointment (1)', ""Staff wasn't friendly (1)""]",dr. syed haider was very helpful & very informative. he also worked with the pharmacy that I use because they were being difficult not wanting to give me the dose prescribed for the ivermectin. he's very nice and answers all of your questions.
"Dr. Alexander Quezada, DDS",Dentistry,4.9,Based on 142 ratings,5 Star,91%,4 Star,8%,3 Star,0%,2 Star,1%,1 Star,1%,[],[],NA
"Dr. Syed Haider, MD",Internal Medicine,4.8,Based on 41 ratings,5 Star,95%,4 Star,0%,3 Star,0%,2 Star,0%,1 Star,5%,"['Listened & answered questions (34)', 'Explained conditions well (33)', ""Trusted the provider's decisions (33)"", 'Appointment scheduling (27)', ""Appointment wasn't rushed (25)"", 'Wait times (25)', 'Staff friendliness (21)']","[""Didn't explain conditions well (2)"", ""Didn't listen or answer questions (2)"", 'Long wait times (2)', 'Appointment was rushed (1)', ""Didn't trust the provider's decisions (1)"", 'Difficult to schedule appointment (1)', ""Staff wasn't friendly (1)""]","Dr. Syed Haider understands the way a Medical Doctor's oath SHOULD be applied and upheld. Respecting those seeking help, using medical knowledge to help rather than harm, safeguarding patients' privacy, and most importantly, he emphasizes that patients are to be treated as human beings worthy of respect and compassion. All of which he fully shows as he applies this oath ethically, professionally and patiently in his practice. THANK YOU Doctor for what you do and who you are in serving my family and friends."
"Dr. Syed Haider, MD",Internal Medicine,4.8,Based on 41 ratings,5 Star,95%,4 Star,0%,3 Star,0%,2 Star,0%,1 Star,5%,"['Listened & answered questions (34)', 'Explained conditions well (33)', ""Trusted the provider's decisions (33)"", 'Appointment scheduling (27)', ""Appointment wasn't rushed (25)"", 'Wait times (25)', 'Staff friendliness (21)']","[""Didn't explain conditions well (2)"", ""Didn't listen or answer questions (2)"", 'Long wait times (2)', 'Appointment was rushed (1)', ""Didn't trust the provider's decisions (1)"", 'Difficult to schedule appointment (1)', ""Staff wasn't friendly (1)""]","Dr. Syed Haider was so supportive, responsive to my updates, and considerate to me throughout the entire time from diagnosis to recovery. This consistent, personable care over many days engendered a lot of trust. I felt at ease to share my questions, symptoms, and progress. If you’ve ever seen the show Little House on the Prairie, I liken Dr. Syed Haider to the highly trusted community doctor who was there and welcome in times of need. I’ve never had quite such a positive experience with any doctor! I appreciated how Dr. Syed Haider respected my self-care while I incorporated vitamins in addition to following his medical advice and taking prescriptions. Some doctors discourage patient involvement in self-care but I felt safe in telling him all about it. His medical advice was very cutting edge. I found him extremely knowledgeable and well researched. He had a lot of confidence in his expertise, and I did too! I can't say enough of how appreciative I am for his services. The best!!"
"Dr. Syed Haider, MD",Internal Medicine,4.8,Based on 41 ratings,5 Star,95%,4 Star,0%,3 Star,0%,2 Star,0%,1 Star,5%,"['Listened & answered questions (34)', 'Explained conditions well (33)', ""Trusted the provider's decisions (33)"", 'Appointment scheduling (27)', ""Appointment wasn't rushed (25)"", 'Wait times (25)', 'Staff friendliness (21)']","[""Didn't explain conditions well (2)"", ""Didn't listen or answer questions (2)"", 'Long wait times (2)', 'Appointment was rushed (1)', ""Didn't trust the provider's decisions (1)"", 'Difficult to schedule appointment (1)', ""Staff wasn't friendly (1)""]","I have already made referrals of Dr. Haider to my friends and I have recommended him highly. He’s very professional, efficient, and reliable. He has called me a few times and has also answered my questions thoroughly, patiently and knowledgeably. He has provided me with a wealth of information on COVID that I have not found anywhere else. I have been very pleased with his medical care and knowledge and I can recommend him highly!!"
"Dr. Syed Haider, MD",Internal Medicine,4.8,Based on 41 ratings,5 Star,95%,4 Star,0%,3 Star,0%,2 Star,0%,1 Star,5%,"['Listened & answered questions (34)', 'Explained conditions well (33)', ""Trusted the provider's decisions (33)"", 'Appointment scheduling (27)', ""Appointment wasn't rushed (25)"", 'Wait times (25)', 'Staff friendliness (21)']","[""Didn't explain conditions well (2)"", ""Didn't listen or answer questions (2)"", 'Long wait times (2)', 'Appointment was rushed (1)', ""Didn't trust the provider's decisions (1)"", 'Difficult to schedule appointment (1)', ""Staff wasn't friendly (1)""]",He listens to what you say; he is not rushed; he is very knowledgeable; and he is so nice!
"Dr. Syed Haider, MD",Internal Medicine,4.8,Based on 41 ratings,5 Star,95%,4 Star,0%,3 Star,0%,2 Star,0%,1 Star,5%,"['Listened & answered questions (34)', 'Explained conditions well (33)', ""Trusted the provider's decisions (33)"", 'Appointment scheduling (27)', ""Appointment wasn't rushed (25)"", 'Wait times (25)', 'Staff friendliness (21)']","[""Didn't explain conditions well (2)"", ""Didn't listen or answer questions (2)"", 'Long wait times (2)', 'Appointment was rushed (1)', ""Didn't trust the provider's decisions (1)"", 'Difficult to schedule appointment (1)', ""Staff wasn't friendly (1)""]",Very timely and good clear instructions... Helpful very happy with doctor and speed.
"Dr. Syed Haider, MD",Internal Medicine,4.8,Based on 41 ratings,5 Star,95%,4 Star,0%,3 Star,0%,2 Star,0%,1 Star,5%,"['Listened & answered questions (34)', 'Explained conditions well (33)', ""Trusted the provider's decisions (33)"", 'Appointment scheduling (27)', ""Appointment wasn't rushed (25)"", 'Wait times (25)', 'Staff friendliness (21)']","[""Didn't explain conditions well (2)"", ""Didn't listen or answer questions (2)"", 'Long wait times (2)', 'Appointment was rushed (1)', ""Didn't trust the provider's decisions (1)"", 'Difficult to schedule appointment (1)', ""Staff wasn't friendly (1)""]","I highly recommend Dr. Haider. He is very compassionate, attentive and informed! He listened to me and answered all my questions. He is a wonderful doctor and a true healer!"
"Dr. Syed Haider, MD",Internal Medicine,4.8,Based on 41 ratings,5 Star,95%,4 Star,0%,3 Star,0%,2 Star,0%,1 Star,5%,"['Listened & answered questions (34)', 'Explained conditions well (33)', ""Trusted the provider's decisions (33)"", 'Appointment scheduling (27)', ""Appointment wasn't rushed (25)"", 'Wait times (25)', 'Staff friendliness (21)']","[""Didn't explain conditions well (2)"", ""Didn't listen or answer questions (2)"", 'Long wait times (2)', 'Appointment was rushed (1)', ""Didn't trust the provider's decisions (1)"", 'Difficult to schedule appointment (1)', ""Staff wasn't friendly (1)""]","Dr. Haider is a blessing to the medical profession. He truly takes the time to listen and answer all your questions. He makes you feel as though you are his only patient, and he makes himself available to you whenever he is available. Highly recommend."
"Dr. Syed Haider, MD",Internal Medicine,4.8,Based on 41 ratings,5 Star,95%,4 Star,0%,3 Star,0%,2 Star,0%,1 Star,5%,"['Listened & answered questions (34)', 'Explained conditions well (33)', ""Trusted the provider's decisions (33)"", 'Appointment scheduling (27)', ""Appointment wasn't rushed (25)"", 'Wait times (25)', 'Staff friendliness (21)']","[""Didn't explain conditions well (2)"", ""Didn't listen or answer questions (2)"", 'Long wait times (2)', 'Appointment was rushed (1)', ""Didn't trust the provider's decisions (1)"", 'Difficult to schedule appointment (1)', ""Staff wasn't friendly (1)""]","Dr Haider was recommened to me by someone aware he was willing to work with patients using ivermectin. My doctor here would not do so. Even the very first time I contacted Dr Haider, there was an immediate response. As questions would arise on how I was feeling and what to do concerning the ivermectin, his response was almost instant. I firmly believe I would have been more ill with covid had I not had the ivermectin. We need more physicians willing to think outside the box like Dr Haider."
"Dr. Syed Haider, MD",Internal Medicine,4.8,Based on 41 ratings,5 Star,95%,4 Star,0%,3 Star,0%,2 Star,0%,1 Star,5%,"['Listened & answered questions (34)', 'Explained conditions well (33)', ""Trusted the provider's decisions (33)"", 'Appointment scheduling (27)', ""Appointment wasn't rushed (25)"", 'Wait times (25)', 'Staff friendliness (21)']","[""Didn't explain conditions well (2)"", ""Didn't listen or answer questions (2)"", 'Long wait times (2)', 'Appointment was rushed (1)', ""Didn't trust the provider's decisions (1)"", 'Difficult to schedule appointment (1)', ""Staff wasn't friendly (1)""]","I discovered Dr. Haider through PushHealth to inquire about ivermectin as I heard through the Mark Levin Podcast that it was a potential life saving treatment and prevention for COVID-19. Dr. Haider responded to me immediately, on Christmas Eve, I might add, and I was able to begin the medication the day after Christmas. I do not even get that kind of service from my local doctor and my local doctor would not approve anything that had not had decades of study even though thousands of trials of ivermectin, a well established drug, have been nearly 100% successful in the prevention of COVID-19. It will take the typical bureaucratic government years to realize this! In the meantime, COVID-19 can be prevented and lives can be saved! I am very very grateful to Dr. Haider and wish he were my local doctor to address all and any medical problems I might have."
"Dr. Syed Haider, MD",Internal Medicine,4.8,Based on 41 ratings,5 Star,95%,4 Star,0%,3 Star,0%,2 Star,0%,1 Star,5%,"['Listened & answered questions (34)', 'Explained conditions well (33)', ""Trusted the provider's decisions (33)"", 'Appointment scheduling (27)', ""Appointment wasn't rushed (25)"", 'Wait times (25)', 'Staff friendliness (21)']","[""Didn't explain conditions well (2)"", ""Didn't listen or answer questions (2)"", 'Long wait times (2)', 'Appointment was rushed (1)', ""Didn't trust the provider's decisions (1)"", 'Difficult to schedule appointment (1)', ""Staff wasn't friendly (1)""]","Dr. Haider has been treating my mother and sister. He was very attentive, knowledgeable and caring. He is one of the few doctors that is treating COVID with these remedies and was able to get my mom Ivermectin quickly. He continues to provide us the best service and care. He has reached out to check on my mother and every time at any moment at any hour of the day responds to our questions. This is the type of care and service everyone deserves during these hard times. Thank you! We truly appreciate you!"
"Dr. Syed Haider, MD",Internal Medicine,4.8,Based on 41 ratings,5 Star,95%,4 Star,0%,3 Star,0%,2 Star,0%,1 Star,5%,"['Listened & answered questions (34)', 'Explained conditions well (33)', ""Trusted the provider's decisions (33)"", 'Appointment scheduling (27)', ""Appointment wasn't rushed (25)"", 'Wait times (25)', 'Staff friendliness (21)']","[""Didn't explain conditions well (2)"", ""Didn't listen or answer questions (2)"", 'Long wait times (2)', 'Appointment was rushed (1)', ""Didn't trust the provider's decisions (1)"", 'Difficult to schedule appointment (1)', ""Staff wasn't friendly (1)""]","Dr. Haider was incredibly helpful to me and my husband during our recent bout with Covid. I made an appt with Dr. Haider through his Push Health app, and he provided us with so much guidance, information, prescriptions, and then always answered any follow up questions I had. He was so accessible and professional. I’ve never had such a first-class experience like that from a doctor. I would recommend him to anyone! Thank you Dr. Haider!"
